identifier,score
4BL1,0.4951264956053575
1XT9,0.4951264956053575
1X8B,0.4951264956053575
5XHS,0.4951264956053575
3PFS,0.4951264956053575
1HTJ,0.4951264956053575
1FIT,0.4951264956053575
3FIT,0.4951264956053575
3EW0,0.4951264956053575
5E1T,0.4951264956053575
7JUT,0.4951264956053575
5BWL,0.4951264956053575
2CCI,0.4951223585698881
5LQF,0.4951223585698881
4I21,0.49512074972276116
6TN1,0.4951180683108829
4MNE,0.4951180683108829
6GIP,0.4951180683108829
6GIN,0.4951180683108829
6GI6,0.4951180683108829
6ACR,0.4951180683108829
4KRL,0.49511776186381107
4J9H,0.49511776186381107
4J9E,0.49511776186381107
6S2S,0.4951146207813251
3RZ3,0.4951146207813251
1GG3,0.4951146207813251
3LNY,0.4951146207813251
3LCP,0.4951146207813251
3HM5,0.4951146207813251
3H8V,0.4951146207813251
3GGF,0.4951146207813251
5MAI,0.4951146207813251
5KYY,0.4951146207813251
7F3G,0.4951146207813251
4ZTS,0.49511224581651864
4ZTR,0.49511224581651864
4ZTQ,0.49511224581651864
4ZS0,0.49511224581651864
4WUN,0.49511224581651864
4UZD,0.49511224581651864
2OFU,0.49511224581651864
4PRJ,0.49511224581651864
2H6D,0.49511224581651864
4H9R,0.49511224581651864
4H9Q,0.49511224581651864
4H9P,0.49511224581651864
4H9O,0.49511224581651864
4H9N,0.49511224581651864
6HJK,0.49511224581651864
6HJJ,0.49511224581651864
1MRY,0.49511224581651864
1M5I,0.49511224581651864
3NRM,0.49511224581651864
3FDN,0.49511224581651864
2WTW,0.49511224581651864
2X6D,0.49511224581651864
2YA3,0.4951096410164083
2Y8L,0.4951096410164083
6XZ4,0.4951042015808838
2OIC,0.49510397174557996
4N1B,0.49510397174557996
6SP4,0.49510397174557996
6SP1,0.49510397174557996
4M91,0.49510397174557996
4L7D,0.49510397174557996
4L7C,0.49510397174557996
4L7B,0.49510397174557996
6PHI,0.49510397174557996
6PHJ,0.49510397174557996
2CKH,0.49510397174557996
6GNJ,0.49510397174557996
1W9C,0.49510397174557996
1U6D,0.49510397174557996
6AAR,0.49510397174557996
5XVE,0.49510397174557996
1KXP,0.49510397174557996
3JZG,0.49510397174557996
7S6P,0.49510397174557996
5ICP,0.49510397174557996
5IDP,0.49510397174557996
5IDN,0.49510397174557996
7K2N,0.49510397174557996
7K2H,0.49510397174557996
7K2G,0.49510397174557996
7K2S,0.49510397174557996
7K2P,0.49510397174557996
7K2O,0.49510397174557996
5DK8,0.49510397174557996
7B57,0.4951038185220441
7B55,0.4951038185220441
7B56,0.4951038185220441
6PLM,0.4951038185220441
7JOV,0.4951038185220441
7JNT,0.4951038185220441
5D5A,0.4951038185220441
3BU6,0.4950983024747516
4L53,0.49509623395701696
4L52,0.49509623395701696
4L3P,0.49509623395701696
4GRZ,0.49509623395701696
4GRY,0.49509623395701696
4BCM,0.49509623395701696
4BCK,0.49509623395701696
4BCN,0.49509623395701696
1XJ0,0.49509623395701696
1QTN,0.49509623395701696
1K04,0.49509623395701696
1K05,0.49509623395701696
3PS5,0.49509623395701696
3LDQ,0.49509623395701696
5NEV,0.49509623395701696
7NWK,0.49509623395701696
5E7R,0.49509623395701696
4ZP5,0.49509439527458615
4TXR,0.49509439527458615
4TWO,0.49509439527458615
4N40,0.49509439527458615
4JJ8,0.49509439527458615
2C1J,0.49509439527458615
4F6W,0.49509439527458615
4F6U,0.49509439527458615
6FLM,0.49509439527458615
6DBN,0.49509439527458615
1KSH,0.49509439527458615
5VNG,0.49509439527458615
3I3T,0.49509439527458615
3DZQ,0.49509439527458615
5J95,0.49509439527458615
2XZS,0.49509439527458615
2X7F,0.49509439527458615
7B2S,0.49509140741563606
4W79,0.49509140741563606
6Z3E,0.49509140741563606
6WZZ,0.49509140741563606
6WZX,0.49509140741563606
6L65,0.49509140741563606
6IPZ,0.49509140741563606
6I29,0.49509140741563606
6EQT,0.49509140741563606
5ZXF,0.49509140741563606
5XF7,0.49509140741563606
3O77,0.49509140741563606
7VZE,0.49509140741563606
7TVG,0.49509140741563606
3H0I,0.49509140741563606
3H0H,0.49509140741563606
3DRZ,0.49509140741563606
6XJK,0.4950881131096142
5L3A,0.4950881131096142
7OBT,0.4950881131096142
7ER2,0.4950881131096142
2OZB,0.4950856615330398
2IIM,0.4950856615330398
6QJJ,0.4950856615330398
6QJI,0.4950856615330398
6QHO,0.4950856615330398
6MNH,0.4950856615330398
6KHZ,0.4950856615330398
4DKC,0.4950856615330398
6H4L,0.4950856615330398
6FER,0.4950856615330398
6B9M,0.4950856615330398
3UIU,0.4950856615330398
5SWF,0.4950856615330398
1B8K,0.4950856615330398
5MK3,0.4950856615330398
5LT2,0.4950856615330398
3EGX,0.4950856615330398
5K6S,0.4950856615330398
5IXI,0.4950856615330398
7M10,0.4950856615330398
4V98,0.49508244383878586
6T6D,0.49508244383878586
6P5S,0.49508244383878586
6NQ3,0.49508244383878586
6NE7,0.49508244383878586
4BCI,0.49508244383878586
4BCF,0.49508244383878586
1ESV,0.49508244383878586
7OB8,0.49508244383878586
2YJD,0.49508244383878586
4YC3,0.49508045193281913
5HQ0,0.49508045193281913
2Y8Q,0.49508045193281913
4UC4,0.49508014548574736
2NZJ,0.49508014548574736
6Z5C,0.49508014548574736
6Y2V,0.49508014548574736
6W2H,0.49508014548574736
2GJS,0.49508014548574736
4HTJ,0.49508014548574736
4HTI,0.49508014548574736
4GIW,0.49508014548574736
4FLB,0.49508014548574736
6LK6,0.49508014548574736
6LK5,0.49508014548574736
6LE6,0.49508014548574736
6LEN,0.49508014548574736
6LF0,0.49508014548574736
4BBM,0.49508014548574736
6G39,0.49508014548574736
6G34,0.49508014548574736
1SZ7,0.49508014548574736
1T2L,0.49508014548574736
3OX6,0.49508014548574736
3IDV,0.49508014548574736
5LZ1,0.49508014548574736
3F2N,0.49508014548574736
5L2Q,0.49508014548574736
7QGP,0.49508014548574736
3E7V,0.49508014548574736
3DDT,0.49508014548574736
5JIZ,0.49508014548574736
3COO,0.49508014548574736
2XN4,0.49508014548574736
1SHD,0.4950708754618253
4J9C,0.4950707222382894
6O34,0.4950707222382894
4G69,0.4950706456265215
4ZJJ,0.4950705690147535
4ZJI,0.4950705690147535
2SHP,0.4950705690147535
2HY8,0.4950705690147535
5D6L,0.4950705690147535
5BPM,0.4950705690147535
6XXC,0.49507041579121763
6XY5,0.49507041579121763
6Y58,0.49507041579121763
6Y18,0.49507041579121763
4O27,0.49507041579121763
2H0D,0.49507041579121763
6MZQ,0.49507041579121763
6MZW,0.49507041579121763
4F64,0.49507041579121763
4F63,0.49507041579121763
4F65,0.49507041579121763
6I7S,0.49507041579121763
6BZ9,0.49507041579121763
1UJK,0.49507041579121763
3VVH,0.49507041579121763
3VAP,0.49507041579121763
3RBQ,0.49507041579121763
3P9J,0.49507041579121763
1ICE,0.49507041579121763
3O50,0.49507041579121763
5ONE,0.49507041579121763
5NPV,0.49507041579121763
5NPW,0.49507041579121763
3EQD,0.49507041579121763
3COH,0.49507041579121763
5AMC,0.49507041579121763
2W1D,0.49507041579121763
2W1F,0.49507041579121763
2W1E,0.49507041579121763
2VGL,0.49507041579121763
4W9X,0.49507018595591373
2JII,0.49507018595591373
2I1N,0.49507018595591373
2DW5,0.49507018595591373
2C47,0.49507018595591373
6NSL,0.49507018595591373
2ASU,0.49507018595591373
6FYV,0.49507018595591373
1O6U,0.49507018595591373
3RBS,0.49507018595591373
5VGR,0.49507018595591373
5UNP,0.49507018595591373
3NR9,0.49507018595591373
5TKD,0.49507018595591373
5TDC,0.49507018595591373
3COI,0.49507018595591373
7LK3,0.49507018595591373
7JUU,0.49507018595591373
5DKA,0.49507018595591373
2Y23,0.49507018595591373
1AVZ,0.49506198849674304
7OBS,0.49506198849674304
4YNO,0.4950612989908315
2QEP,0.4950612989908315
2PA2,0.4950612989908315
2NRY,0.4950612989908315
4QMZ,0.4950612989908315
2J6K,0.4950612989908315
4N7G,0.4950612989908315
4N84,0.4950612989908315
4N7Y,0.4950612989908315
6T36,0.4950612989908315
4GII,0.4950612989908315
4GJ3,0.4950612989908315
4GJ2,0.4950612989908315
2A9U,0.4950612989908315
4EYM,0.4950612989908315
4EYJ,0.4950612989908315
4DKX,0.4950612989908315
6JLR,0.4950612989908315
6BDL,0.4950612989908315
3ZJB,0.4950612989908315
3ZBF,0.4950612989908315
5ZIC,0.4950612989908315
3RII,0.4950612989908315
3Q5E,0.4950612989908315
1JKW,0.4950612989908315
5VBD,0.4950612989908315
1E7K,0.4950612989908315
5OTF,0.4950612989908315
3IKK,0.4950612989908315
5O6J,0.4950612989908315
3HKV,0.4950612989908315
3GRW,0.4950612989908315
3GC8,0.4950612989908315
5KU1,0.4950612989908315
5KTY,0.4950612989908315
5GIT,0.4950612989908315
5E5R,0.4950612989908315
7JUX,0.4950612989908315
5AWX,0.4950612989908315
2WWZ,0.4950612989908315
2WX1,0.4950612989908315
1P14,0.49506014981431223
3KUC,0.49506014981431223
4XIF,0.4950575450142019
2R7B,0.4950575450142019
2R4R,0.4950575450142019
2P55,0.4950575450142019
6V2W,0.4950575450142019
4HJQ,0.4950575450142019
4HJP,0.4950575450142019
4GS6,0.4950575450142019
4CFM,0.4950575450142019
4CFW,0.4950575450142019
4CFV,0.4950575450142019
4CFU,0.4950575450142019
4BCP,0.4950575450142019
6GVA,0.4950575450142019
3NAX,0.4950575450142019
5HPK,0.4950575450142019
7M0W,0.4950575450142019
2QA7,0.4950532547551967
4TXQ,0.4950532547551967
2H61,0.4950532547551967
4KBO,0.4950532547551967
2C9A,0.4950532547551967
2BK8,0.4950532547551967
4FSV,0.4950532547551967
4EHE,0.4950532547551967
4ABL,0.4950532547551967
3VN9,0.4950532547551967
3OGJ,0.4950532547551967
3OCP,0.4950532547551967
1HYN,0.4950532547551967
3LDZ,0.4950532547551967
1F59,0.4950532547551967
3L4H,0.4950532547551967
3BHH,0.4950532547551967
5HBJ,0.4950532547551967
5HBH,0.4950532547551967
7K2F,0.4950532547551967
7K2L,0.4950532547551967
7K2M,0.4950532547551967
7K2J,0.4950532547551967
7K2I,0.4950532547551967
7K2R,0.4950532547551967
7K2Q,0.4950532547551967
7FB5,0.4950532547551967
2X4W,0.4950532547551967
4G0N,0.4950510330139261
4EAI,0.4950510330139261
1CZY,0.4950510330139261
7U2Z,0.4950510330139261
7U36,0.4950510330139261
7U33,0.4950510330139261
7U31,0.4950510330139261
4WV7,0.49504651291961704
6YVY,0.49504651291961704
6Z36,0.49504651291961704
2ETM,0.49504651291961704
4BGG,0.49504651291961704
1H1V,0.49504651291961704
5S82,0.49504651291961704
1EQY,0.49504651291961704
7CNG,0.49504651291961704
2I53,0.4950460532490093
4NW5,0.4950460532490093
4NW6,0.4950460532490093
1P4F,0.4950460532490093
5YU6,0.4950460532490093
5WHA,0.4950460532490093
5WHB,0.4950460532490093
5MTJ,0.4950460532490093
1A17,0.4950460532490093
5FPE,0.4950460532490093
7FB7,0.4950460532490093
1YRK,0.49504283555475537
4P5Z,0.4950395412487335
4P5Q,0.4950395412487335
6V7R,0.4950395412487335
6QHR,0.4950395412487335
6QFR,0.4950395412487335
6QG4,0.4950395412487335
6QFL,0.4950395412487335
6QG7,0.4950395412487335
6QFT,0.4950395412487335
4JMH,0.4950395412487335
4GK4,0.4950395412487335
4GK3,0.4950395412487335
4GK2,0.4950395412487335
6L30,0.4950395412487335
6K06,0.4950395412487335
6IW8,0.4950395412487335
1VHR,0.4950395412487335
3WE4,0.4950395412487335
5Y8U,0.4950395412487335
3QF9,0.4950395412487335
1JWG,0.4950395412487335
3I4W,0.4950395412487335
3FPM,0.4950395412487335
7R1O,0.4950395412487335
3A6P,0.4950395412487335
5D6Y,0.4950395412487335
5BRM,0.4950395412487335
2ZRT,0.4950395412487335
2ZRS,0.4950395412487335
5ABD,0.4950395412487335
4P90,0.49503701306039116
1S78,0.49503701306039116
1HJO,0.49503701306039116
1F3V,0.49503701306039116
5KBQ,0.49503701306039116
5KBR,0.49503701306039116
5DEY,0.49503701306039116
5DEW,0.49503701306039116
5AQX,0.49503701306039116
4WJO,0.49503555743680006
1EFN,0.49503555743680006
2WEL,0.49503555743680006
6K4R,0.4950286623776845
3O78,0.4950286623776845
5LGP,0.4950286623776845
3ETA,0.4950286623776845
4ZNY,0.4950281260953089
4RWI,0.4950281260953089
4RWL,0.4950281260953089
4RWK,0.4950281260953089
4RWJ,0.4950281260953089
2J50,0.4950281260953089
4NW3,0.4950281260953089
6QH5,0.4950281260953089
4JAI,0.4950281260953089
4HGA,0.4950281260953089
4BSJ,0.4950281260953089
6CF6,0.4950281260953089
6AR2,0.4950281260953089
1QCF,0.4950281260953089
1MRV,0.4950281260953089
5XJS,0.4950281260953089
3PP1,0.4950281260953089
1IBC,0.4950281260953089
3I6X,0.4950281260953089
5LPN,0.4950281260953089
3EQG,0.4950281260953089
3EQF,0.4950281260953089
7OG1,0.4950281260953089
7NPG,0.4950281260953089
7NPB,0.4950281260953089
7NP2,0.4950281260953089
7NMX,0.4950281260953089
7NMW,0.4950281260953089
7NNE,0.4950281260953089
7NND,0.4950281260953089
7NMA,0.4950281260953089
7NN2,0.4950281260953089
5FEY,0.4950281260953089
5D7G,0.4950281260953089
5AAD,0.4950281260953089
5AAE,0.4950281260953089
5AAF,0.4950281260953089
5AAG,0.4950281260953089
2OCS,0.4950269003070217
6W2G,0.4950269003070217
5ZI6,0.4950269003070217
5Y15,0.4950269003070217
5TDQ,0.4950269003070217
5KQG,0.4950269003070217
5KQP,0.4950269003070217
5KQL,0.4950269003070217
2Z6P,0.4950269003070217
1YY9,0.49502306971862414
3UG1,0.49502306971862414
3B2V,0.49502306971862414
3B2U,0.49502306971862414
4RD9,0.4950195455772984
2JIL,0.4950195455772984
4P0C,0.4950195455772984
2ERY,0.4950195455772984
4JHN,0.4950195455772984
2AUG,0.4950195455772984
2A5J,0.4950195455772984
4FZS,0.4950195455772984
4BBA,0.4950195455772984
4AGU,0.4950195455772984
1WD8,0.4950195455772984
1WD9,0.4950195455772984
5ZC4,0.4950195455772984
5Y8V,0.4950195455772984
5XGC,0.4950195455772984
3Q7L,0.4950195455772984
1JEN,0.4950195455772984
5VD9,0.4950195455772984
5VD7,0.4950195455772984
5VD5,0.4950195455772984
5VDA,0.4950195455772984
3OX5,0.4950195455772984
1IAP,0.4950195455772984
7PB4,0.4950195455772984
5E4G,0.4950195455772984
5AWR,0.4950195455772984
4ZRI,0.4950184730125471
4LWZ,0.4950184730125471
6N33,0.4950184730125471
6KZD,0.4950184730125471
6KZC,0.4950184730125471
6ICV,0.4950184730125471
1VYW,0.4950184730125471
1MDU,0.4950184730125471
1LF5,0.4950184730125471
3ION,0.4950184730125471
5NH3,0.4950184730125471
3EQB,0.4950184730125471
3EJ1,0.4950184730125471
2YKT,0.4950184730125471
2WIP,0.4950184730125471
4YFF,0.49501295696525466
2JAK,0.49501295696525466
2H18,0.49501295696525466
2EUM,0.49501295696525466
2F5K,0.49501295696525466
2DWX,0.49501295696525466
2DPX,0.49501295696525466
4IAN,0.49501295696525466
6NCG,0.49501295696525466
6KM7,0.49501295696525466
6BMN,0.49501295696525466
6BMM,0.49501295696525466
5YEW,0.49501295696525466
1KPB,0.49501295696525466
5SVY,0.49501295696525466
5SVX,0.49501295696525466
7UW7,0.49501295696525466
3GT9,0.49501295696525466
5L4Q,0.49501295696525466
7P1L,0.49501295696525466
3BIZ,0.49501295696525466
3BI6,0.49501295696525466
7JUR,0.49501295696525466
7JUS,0.49501295696525466
5D0I,0.49501295696525466
2Q21,0.4950102755533764
6YXV,0.4950102755533764
6YVS,0.4950102755533764
6YT6,0.4950102755533764
6YR9,0.4950102755533764
6YQ1,0.4950102755533764
6YOJ,0.4950102755533764
1Q21,0.4950102755533764
1JST,0.4950102755533764
5OY6,0.4950102755533764
3FFK,0.4950102755533764
5JK7,0.4950102755533764
3BLR,0.4950102755533764
7C3G,0.4950102755533764
4YYI,0.49500705785912247
2QT7,0.49500705785912247
4X7Q,0.49500705785912247
2OIB,0.49500705785912247
6Z7V,0.49500705785912247
4QMW,0.49500705785912247
2FAZ,0.49500705785912247
2F7S,0.49500705785912247
4L7S,0.49500705785912247
4K8U,0.49500705785912247
4F0D,0.49500705785912247
5Y1U,0.49500705785912247
3NG8,0.49500705785912247
3N4W,0.49500705785912247
5OEC,0.49500705785912247
5OED,0.49500705785912247
5NP3,0.49500705785912247
3DLS,0.49500705785912247
5GOM,0.49500705785912247
2W4O,0.49500705785912247
7BCM,0.49500705785912247
1IVO,0.4950041466119403
4WOT,0.49500315065895695
6P5M,0.49500315065895695
5AQW,0.49500315065895695
4PHU,0.4950018482589018
6TU9,0.4950018482589018
4MS1,0.4950018482589018
4MRM,0.4950018482589018
4MR8,0.4950018482589018
2EXC,0.4950018482589018
4KSQ,0.4950018482589018
6J7X,0.4950018482589018
6BQL,0.4950018482589018
3SF4,0.4950018482589018
3MTT,0.4950018482589018
3DGK,0.4950018482589018
3DFC,0.4950018482589018
5HES,0.4950018482589018
5FDP,0.4950018482589018
7CCV,0.4950018482589018
4KRM,0.49499901362348764
3UG2,0.49499901362348764
3KMG,0.49499901362348764
4UEM,0.49499709832928884
4G2F,0.49499709832928884
6K9P,0.49499709832928884
1WBP,0.49499709832928884
5ZTN,0.49499709832928884
5VNN,0.49499709832928884
5VNO,0.49499709832928884
5VNE,0.49499709832928884
5VNL,0.49499709832928884
5VNM,0.49499709832928884
5VNJ,0.49499709832928884
5VNK,0.49499709832928884
5VNH,0.49499709832928884
5VNI,0.49499709832928884
5VNF,0.49499709832928884
3KVX,0.49499709832928884
3L2J,0.49499709832928884
7RTA,0.49499709832928884
5FPD,0.49499709832928884
4IBM,0.494996868493985
4EQC,0.494996868493985
3MI9,0.494996868493985
3MIA,0.494996868493985
5EHR,0.494996868493985
4WNO,0.4949928080702836
2OZO,0.4949928080702836
6VZK,0.4949928080702836
2JBO,0.4949928080702836
2J5X,0.4949928080702836
6TNQ,0.4949928080702836
6PDO,0.4949928080702836
6PDP,0.4949928080702836
4GG7,0.4949928080702836
4GG5,0.4949928080702836
6IB2,0.4949928080702836
6IB0,0.4949928080702836
6HCI,0.4949928080702836
5UWC,0.4949928080702836
3O47,0.4949928080702836
1CM0,0.4949928080702836
5OSI,0.4949928080702836
5ODS,0.4949928080702836
3HNG,0.4949928080702836
5LT4,0.4949928080702836
5LT3,0.4949928080702836
3F66,0.4949928080702836
5J1T,0.4949928080702836
3BG0,0.4949928080702836
3BG1,0.4949928080702836
2Z7Q,0.4949928080702836
7EZW,0.4949928080702836
2VNF,0.4949928080702836
6NTD,0.49499142905846055
5OC8,0.49499142905846055
2NZ6,0.49498530011702446
4S10,0.49498530011702446
6X2O,0.49498530011702446
4C2O,0.49498530011702446
6EOP,0.49498530011702446
1W70,0.49498530011702446
1TXQ,0.49498530011702446
1R6J,0.49498530011702446
1OBX,0.49498530011702446
1N99,0.49498530011702446
3SLS,0.49498530011702446
5UR1,0.49498530011702446
3NMW,0.49498530011702446
3FFN,0.49498530011702446
3EQI,0.49498530011702446
3EQH,0.49498530011702446
5L0O,0.49498530011702446
7Q29,0.49498530011702446
7Q27,0.49498530011702446
3C4F,0.49498530011702446
3AQV,0.49498530011702446
7LUO,0.49498530011702446
5FLF,0.49498530011702446
5EW8,0.49498530011702446
5A46,0.49498530011702446
5A4C,0.49498530011702446
2XRU,0.49498530011702446
2X6E,0.49498530011702446
2R4S,0.4949789413402846
4RF1,0.4949789413402846
6X8H,0.4949789413402846
2IVU,0.4949789413402846
2IE4,0.4949789413402846
2C4G,0.4949789413402846
2BKZ,0.4949789413402846
4HNA,0.4949789413402846
1PLL,0.4949789413402846
1NM1,0.4949789413402846
1NMD,0.4949789413402846
1FVV,0.4949789413402846
3M06,0.4949789413402846
1BBR,0.4949789413402846
1AXI,0.4949789413402846
5GJG,0.4949789413402846
5GJF,0.4949789413402846
5GJD,0.4949789413402846
2WXV,0.4949789413402846
2WPA,0.4949789413402846
2WIH,0.4949789413402846
6ZGC,0.494973578516528
2IVT,0.494973578516528
6SRH,0.494973578516528
4LIQ,0.494973578516528
4JIF,0.494973578516528
6NNV,0.494973578516528
6EIX,0.494973578516528
3PXK,0.494973578516528
5S7B,0.494973578516528
5S7W,0.494973578516528
3H3B,0.494973578516528
5C9V,0.4949729656223844
5EX3,0.49496890519868303
1IRK,0.49496484477498165
3EKK,0.49496484477498165
3DPK,0.49496484477498165
5HHW,0.49496484477498165
3NJP,0.4949635423749265
4RGH,0.49496124402188796
2ILR,0.49496124402188796
4L1J,0.49496124402188796
4L0R,0.49496124402188796
2E9S,0.49496124402188796
3UX3,0.49496124402188796
3V70,0.49496124402188796
3Q2R,0.49496124402188796
7TYG,0.49496124402188796
3D9H,0.49496124402188796
4HXJ,0.4949591755041533
7ACC,0.4949577964923302
7AAN,0.4949577964923302
4Z4M,0.4949577964923302
4Z4K,0.4949577964923302
6ZZ1,0.4949577964923302
6ZVO,0.4949577964923302
2HE4,0.4949577964923302
6MQL,0.4949577964923302
6G37,0.4949577964923302
6G35,0.4949577964923302
6E5V,0.4949577964923302
1VFQ,0.4949577964923302
6D0L,0.4949577964923302
3VI6,0.4949577964923302
1MHQ,0.4949577964923302
3QNT,0.4949577964923302
5WHI,0.4949577964923302
1JHJ,0.4949577964923302
5OMP,0.4949577964923302
7R9L,0.4949577964923302
7R9T,0.4949577964923302
7R9P,0.4949577964923302
5GNT,0.4949577964923302
5GNR,0.4949577964923302
7LIP,0.4949577964923302
2W7R,0.4949577964923302
1T15,0.49495526830398784
7B36,0.49495473202161216
4W9W,0.49495473202161216
2IO6,0.49495473202161216
2IN6,0.49495473202161216
6OI6,0.49495473202161216
4HSG,0.49495473202161216
4F28,0.49495473202161216
4C4W,0.49495473202161216
1ZWS,0.49495473202161216
6B9G,0.49495473202161216
5Y80,0.49495473202161216
3QNU,0.49495473202161216
3QOF,0.49495473202161216
5VE6,0.49495473202161216
5V35,0.49495473202161216
5U9I,0.49495473202161216
3L9Q,0.49495473202161216
3IQ7,0.49495473202161216
5NJX,0.49495473202161216
3GP0,0.49495473202161216
3FRR,0.49495473202161216
5IQP,0.49495473202161216
5FM8,0.49495473202161216
2WWW,0.49495473202161216
4YY6,0.4949520506097339
4YYJ,0.4949520506097339
4YYG,0.4949520506097339
6XVY,0.4949520506097339
6XVQ,0.4949520506097339
6XU9,0.4949520506097339
6XU5,0.4949520506097339
6XUA,0.4949520506097339
4QMX,0.4949520506097339
4QMV,0.4949520506097339
4QMU,0.4949520506097339
4QNA,0.4949520506097339
6TIA,0.4949520506097339
6NNQ,0.4949520506097339
4GA0,0.4949520506097339
2A27,0.4949520506097339
6LJK,0.4949520506097339
6JBM,0.4949520506097339
4COS,0.4949520506097339
4AKM,0.4949520506097339
6FYI,0.4949520506097339
1XD3,0.4949520506097339
1UPL,0.4949520506097339
3WNX,0.4949520506097339
5WRS,0.4949520506097339
3N7Y,0.4949520506097339
5LX6,0.4949520506097339
5KSP,0.4949520506097339
5KSO,0.4949520506097339
5KSY,0.4949520506097339
5JW7,0.4949520506097339
3C7I,0.4949520506097339
7O60,0.4949520506097339
5H9M,0.4949520506097339
4UV7,0.494950365150839
3C09,0.494950365150839
4Y5H,0.4949495990331595
4Y46,0.4949495990331595
4WNG,0.4949495990331595
4WNF,0.4949495990331595
4WNE,0.4949495990331595
4WND,0.4949495990331595
4UHW,0.4949495990331595
4UHX,0.4949495990331595
6Z6A,0.4949495990331595
6TG8,0.4949495990331595
4KKH,0.4949495990331595
2B3X,0.4949495990331595
2A78,0.4949495990331595
4BDX,0.4949495990331595
4BDW,0.4949495990331595
1Z2M,0.4949495990331595
1YOV,0.4949495990331595
6FHA,0.4949495990331595
3ZLZ,0.4949495990331595
5UJI,0.4949495990331595
5UJJ,0.4949495990331595
1GRI,0.4949495990331595
5NL5,0.4949495990331595
3GS2,0.4949495990331595
5MJZ,0.4949495990331595
7ORE,0.4949495990331595
7O3B,0.4949495990331595
7KSI,0.4949495990331595
7KSK,0.4949495990331595
7KSJ,0.4949495990331595
5DE2,0.4949495990331595
4RLP,0.4949473772918889
4MDK,0.4949473772918889
4LG8,0.4949473772918889
4D9U,0.4949473772918889
4D9T,0.4949473772918889
3VFQ,0.4949473772918889
3SOX,0.4949473772918889
3RTP,0.4949473772918889
3QCD,0.4949473772918889
5WHD,0.4949473772918889
3Q71,0.4949473772918889
3KVF,0.4949473772918889
3KW5,0.4949473772918889
3L46,0.4949473772918889
3IN8,0.4949473772918889
1BAB,0.4949473772918889
5KZ7,0.4949473772918889
5KZ8,0.4949473772918889
3AQE,0.4949473772918889
3ALO,0.4949473772918889
2YAK,0.4949473772918889
7EL6,0.4949473772918889
2RFE,0.49494638133890556
4P4C,0.4949453853859222
6QXK,0.4949453853859222
4IC8,0.4949453853859222
4FXW,0.4949453853859222
4CKV,0.4949453853859222
1TW6,0.4949453853859222
1M5N,0.4949453853859222
5W5Q,0.4949453853859222
3L8J,0.4949453853859222
3L8I,0.4949453853859222
1DEB,0.4949453853859222
3H8M,0.4949453853859222
5N52,0.4949453853859222
5N4N,0.4949453853859222
5N50,0.4949453853859222
5N4O,0.4949453853859222
5N4Z,0.4949453853859222
5N4X,0.4949453853859222
5N4Y,0.4949453853859222
5N4U,0.4949453853859222
5CGC,0.4949453853859222
2ZJD,0.4949453853859222
2SRC,0.4949430104211157
1NQL,0.4949430104211157
4UFB,0.4949419378563644
4UFA,0.4949419378563644
2FH1,0.4949419378563644
2FH2,0.4949419378563644
2FH3,0.4949419378563644
2FH4,0.4949419378563644
2B5L,0.4949419378563644
1P8X,0.4949419378563644
1NTE,0.4949419378563644
1MQB,0.4949419378563644
3R7O,0.4949419378563644
3Q6W,0.4949419378563644
5VND,0.4949419378563644
3NXQ,0.4949419378563644
3O51,0.4949419378563644
3MYG,0.4949419378563644
3I7N,0.4949419378563644
5GH9,0.4949419378563644
5EYM,0.4949419378563644
5E6V,0.4949419378563644
5AM9,0.4949419378563644
5AMA,0.4949419378563644
6ZVF,0.4949390266091823
4RF0,0.4949390266091823
4PRZ,0.4949390266091823
2C5N,0.4949390266091823
2C5O,0.4949390266091823
2C5X,0.4949390266091823
4EHF,0.4949390266091823
4EHD,0.4949390266091823
4EHA,0.4949390266091823
4EHL,0.4949390266091823
4EHK,0.4949390266091823
4EHH,0.4949390266091823
1W1G,0.4949390266091823
6BKJ,0.4949390266091823
1NLV,0.4949390266091823
1MK9,0.4949390266091823
1MK7,0.4949390266091823
1MIZ,0.4949390266091823
1BP3,0.4949390266091823
3FZK,0.4949390266091823
3E8N,0.4949390266091823
7KL0,0.4949390266091823
2XS0,0.4949390266091823
4BM9,0.49493772420912713
7A21,0.4949364984208399
6TN8,0.4949364984208399
6T8N,0.4949364984208399
4GIZ,0.4949364984208399
6MA1,0.4949364984208399
6MA2,0.4949364984208399
6MA5,0.4949364984208399
6MA3,0.4949364984208399
6MA4,0.4949364984208399
6JUX,0.4949364984208399
1XO5,0.4949364984208399
3OOM,0.4949364984208399
5S7G,0.4949364984208399
3DDC,0.4949364984208399
7NNS,0.4949364984208399
4RED,0.49493435329133734
2E8A,0.49493435329133734
2E88,0.49493435329133734
6G3R,0.49493435329133734
6G3S,0.49493435329133734
5X94,0.49493435329133734
7Q4R,0.49493435329133734
5BK8,0.49493435329133734
5AQZ,0.49493435329133734
3M0D,0.4949325146089065
7CWK,0.4949325146089065
4G3X,0.4949308291500116
4IE9,0.4949280711263654
4KRP,0.4949258493850948
4KRO,0.4949258493850948
3HIK,0.494924010702664
6CCY,0.49492109945548185
6B3S,0.4949011037840467
6UYQ,0.49490064411343904
6UYR,0.49490064411343904
6UYO,0.49490064411343904
6UYP,0.49490064411343904
6P8F,0.49490064411343904
1T29,0.49490064411343904
